Domaine,Zone,Élément,Produit,Année,Valeur
"Bilans Alimentaires (2010-)","Bangladesh","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Bangladesh","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Bangladesh","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Bangladesh","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Bangladesh","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Bangladesh","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Bangladesh","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Bangladesh","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Bangladesh","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Bangladesh","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Bangladesh","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Bangladesh","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Bangladesh","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Bangladesh","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Bangladesh","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Barbade","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Barbade","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Barbade","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Barbade","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Barbade","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Barbade","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Barbade","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Barbade","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Barbade","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Barbade","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Barbade","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Barbade","Nourriture","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","Barbade","Nourriture","Céréales, Autres","2011","1"
"Bilans Alimentaires (2010-)","Barbade","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Barbade","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Barbade","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Barbade","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Barbade","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Barbade","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Barbade","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Barbade","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Barbade","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Bélarus","Aliments pour animaux","Céréales, Autres","2010","1128"
"Bilans Alimentaires (2010-)","Bélarus","Aliments pour animaux","Céréales, Autres","2011","1230"
"Bilans Alimentaires (2010-)","Bélarus","Aliments pour animaux","Céréales, Autres","2012","1655"
"Bilans Alimentaires (2010-)","Bélarus","Aliments pour animaux","Céréales, Autres","2013","1149"
"Bilans Alimentaires (2010-)","Bélarus","Aliments pour animaux","Céréales, Autres","2014","1853"
"Bilans Alimentaires (2010-)","Bélarus","Aliments pour animaux","Céréales, Autres","2015","1709"
"Bilans Alimentaires (2010-)","Bélarus","Aliments pour animaux","Céréales, Autres","2016","1442"
"Bilans Alimentaires (2010-)","Bélarus","Aliments pour animaux","Céréales, Autres","2017","1442"
"Bilans Alimentaires (2010-)","Bélarus","Aliments pour animaux","Céréales, Autres","2018","928"
"Bilans Alimentaires (2010-)","Bélarus","Aliments pour animaux","Céréales, Autres","2019","1149"
"Bilans Alimentaires (2010-)","Bélarus","Aliments pour animaux","Céréales, Autres","2020","1347"
"Bilans Alimentaires (2010-)","Bélarus","Nourriture","Céréales, Autres","2010","19"
"Bilans Alimentaires (2010-)","Bélarus","Nourriture","Céréales, Autres","2011","34"
"Bilans Alimentaires (2010-)","Bélarus","Nourriture","Céréales, Autres","2012","35"
"Bilans Alimentaires (2010-)","Bélarus","Nourriture","Céréales, Autres","2013","32"
"Bilans Alimentaires (2010-)","Bélarus","Nourriture","Céréales, Autres","2014","30"
"Bilans Alimentaires (2010-)","Bélarus","Nourriture","Céréales, Autres","2015","24"
"Bilans Alimentaires (2010-)","Bélarus","Nourriture","Céréales, Autres","2016","24"
"Bilans Alimentaires (2010-)","Bélarus","Nourriture","Céréales, Autres","2017","27"
"Bilans Alimentaires (2010-)","Bélarus","Nourriture","Céréales, Autres","2018","30"
"Bilans Alimentaires (2010-)","Bélarus","Nourriture","Céréales, Autres","2019","18"
"Bilans Alimentaires (2010-)","Bélarus","Nourriture","Céréales, Autres","2020","24"
"Bilans Alimentaires (2010-)","Belgique","Aliments pour animaux","Céréales, Autres","2010","86"
"Bilans Alimentaires (2010-)","Belgique","Aliments pour animaux","Céréales, Autres","2011","54"
"Bilans Alimentaires (2010-)","Belgique","Aliments pour animaux","Céréales, Autres","2012","77"
"Bilans Alimentaires (2010-)","Belgique","Aliments pour animaux","Céréales, Autres","2013","114"
"Bilans Alimentaires (2010-)","Belgique","Aliments pour animaux","Céréales, Autres","2014","97"
"Bilans Alimentaires (2010-)","Belgique","Aliments pour animaux","Céréales, Autres","2015","92"
"Bilans Alimentaires (2010-)","Belgique","Aliments pour animaux","Céréales, Autres","2016","57"
"Bilans Alimentaires (2010-)","Belgique","Aliments pour animaux","Céréales, Autres","2017","75"
"Bilans Alimentaires (2010-)","Belgique","Aliments pour animaux","Céréales, Autres","2018","77"
"Bilans Alimentaires (2010-)","Belgique","Aliments pour animaux","Céréales, Autres","2019","93"
"Bilans Alimentaires (2010-)","Belgique","Aliments pour animaux","Céréales, Autres","2020","84"
"Bilans Alimentaires (2010-)","Belgique","Nourriture","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","Belgique","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Belgique","Nourriture","Céréales, Autres","2012","2"
"Bilans Alimentaires (2010-)","Belgique","Nourriture","Céréales, Autres","2013","1"
"Bilans Alimentaires (2010-)","Belgique","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Belgique","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Belgique","Nourriture","Céréales, Autres","2016","1"
"Bilans Alimentaires (2010-)","Belgique","Nourriture","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Belgique","Nourriture","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","Belgique","Nourriture","Céréales, Autres","2019","12"
"Bilans Alimentaires (2010-)","Belgique","Nourriture","Céréales, Autres","2020","1"
"Bilans Alimentaires (2010-)","Belize","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Belize","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Belize","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Belize","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Belize","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Belize","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Belize","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Belize","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Belize","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Belize","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Belize","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Belize","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Belize","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Belize","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Belize","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Belize","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Belize","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Belize","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Belize","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Belize","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Belize","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Belize","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Bénin","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Bénin","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Bénin","Aliments pour animaux","Céréales, Autres","2012","1"
"Bilans Alimentaires (2010-)","Bénin","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Bénin","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Bénin","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Bénin","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Bénin","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Bénin","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Bénin","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Bénin","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Bénin","Nourriture","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","Bénin","Nourriture","Céréales, Autres","2011","1"
"Bilans Alimentaires (2010-)","Bénin","Nourriture","Céréales, Autres","2012","1"
"Bilans Alimentaires (2010-)","Bénin","Nourriture","Céréales, Autres","2013","1"
"Bilans Alimentaires (2010-)","Bénin","Nourriture","Céréales, Autres","2014","2"
"Bilans Alimentaires (2010-)","Bénin","Nourriture","Céréales, Autres","2015","8"
"Bilans Alimentaires (2010-)","Bénin","Nourriture","Céréales, Autres","2016","8"
"Bilans Alimentaires (2010-)","Bénin","Nourriture","Céréales, Autres","2017","9"
"Bilans Alimentaires (2010-)","Bénin","Nourriture","Céréales, Autres","2018","7"
"Bilans Alimentaires (2010-)","Bénin","Nourriture","Céréales, Autres","2019","4"
"Bilans Alimentaires (2010-)","Bénin","Nourriture","Céréales, Autres","2020","4"
"Bilans Alimentaires (2010-)","Bhoutan","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Bhoutan","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Bhoutan","Nourriture","Céréales, Autres","2019","3"
"Bilans Alimentaires (2010-)","Bhoutan","Nourriture","Céréales, Autres","2020","3"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Aliments pour animaux","Céréales, Autres","2014","1"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Aliments pour animaux","Céréales, Autres","2015","1"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Aliments pour animaux","Céréales, Autres","2016","1"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Aliments pour animaux","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Aliments pour animaux","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Aliments pour animaux","Céréales, Autres","2019","1"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Aliments pour animaux","Céréales, Autres","2020","1"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Nourriture","Céréales, Autres","2010","18"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Nourriture","Céréales, Autres","2011","20"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Nourriture","Céréales, Autres","2012","20"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Nourriture","Céréales, Autres","2013","23"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Nourriture","Céréales, Autres","2014","32"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Nourriture","Céréales, Autres","2015","34"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Nourriture","Céréales, Autres","2016","31"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Nourriture","Céréales, Autres","2017","29"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Nourriture","Céréales, Autres","2018","32"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Nourriture","Céréales, Autres","2019","31"
"Bilans Alimentaires (2010-)","Bolivie (État plurinational de)","Nourriture","Céréales, Autres","2020","31"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Aliments pour animaux","Céréales, Autres","2010","28"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Aliments pour animaux","Céréales, Autres","2011","40"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Aliments pour animaux","Céréales, Autres","2012","37"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Aliments pour animaux","Céréales, Autres","2013","46"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Aliments pour animaux","Céréales, Autres","2014","33"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Aliments pour animaux","Céréales, Autres","2015","40"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Aliments pour animaux","Céréales, Autres","2016","52"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Aliments pour animaux","Céréales, Autres","2017","50"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Aliments pour animaux","Céréales, Autres","2018","57"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Aliments pour animaux","Céréales, Autres","2019","52"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Aliments pour animaux","Céréales, Autres","2020","60"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Nourriture","Céréales, Autres","2010","2"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Nourriture","Céréales, Autres","2011","2"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Nourriture","Céréales, Autres","2012","2"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Nourriture","Céréales, Autres","2013","2"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Nourriture","Céréales, Autres","2014","2"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Nourriture","Céréales, Autres","2015","1"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Nourriture","Céréales, Autres","2016","2"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Nourriture","Céréales, Autres","2017","2"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Nourriture","Céréales, Autres","2018","2"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Nourriture","Céréales, Autres","2019","1"
"Bilans Alimentaires (2010-)","Bosnie-Herzégovine","Nourriture","Céréales, Autres","2020","2"
"Bilans Alimentaires (2010-)","Botswana","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Botswana","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Botswana","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Botswana","Aliments pour animaux","Céréales, Autres","2013","0"
